Filename,PM7 HOMO(eV),PM7 LUMO(eV)
h4306,-9.311,-1.61
h4308,-9.477,-1.821
h4309,-10.149,-2.047
h431,-9.138,-2.788
h4310,-9.956,-2.089
h4312,-10.088,-2.251
h4313,-10.257,-2.359
h4315,-8.954,-1.866
h4318,-9.468,-1.81
h4319,-9.883,-1.851
h432,-8.683,-0.612
h4320,-9.986,-1.961
h4321,-10.103,-2.232
h4322,-9.797,-2.056
h4323,-8.982,-1.572
h4325,-8.92,-1.529
h4326,-9.715,-1.946
h4327,-8.938,-1.746
h4329,-9.498,-2.343
h433,-8.53,-1.18
h4332,-8.592,-1.48
h4333,-8.906,-1.486
h4334,-8.917,-1.463
h4335,-8.794,-1.631
h4336,-8.885,-1.451
h434,-8.368,-0.686
h4340,-9.058,-2.171
h4341,-9.529,-2.136
h4343,-7.501,-1.378
h4344,-8.026,-1.337
h4345,-9.064,-2.163
h4348,-8.352,-1.521
h4349,-9.27,-1.84
h4354,-8.654,-1.603
h4356,-8.747,-1.431
h4357,-8.747,-1.435
h4358,-8.899,-1.612
h4359,-9.478,-2.311
h436,-8.573,-0.77
h4363,-8.067,-1.557
h4364,-8.526,-1.45
h4365,-8.418,-1.522
h4366,-8.441,-1.654
h437,-8.735,-1.662
h4372,-9.476,-1.592
h4373,-9.123,-1.758
h4374,-9.823,-1.958
h4375,-9.625,-2.015
h4377,-9.913,-2.114
h438,-8.548,-1.668
h4380,-9.196,-1.338
h4382,-8.544,-1.695
h4383,-8.693,-1.624
h4384,-9.436,-2.741
h4385,-9.507,-2.258
h4386,-9.198,-2.277
h4387,-8.849,-1.741
h4388,-8.497,-1.805
h4389,-9.204,-1.873
h4390,-8.728,-1.875
h4391,-9.026,-1.784
h4392,-8.897,-1.699
h4393,-9.144,-1.731
h4394,-9.416,-1.884
h4395,-9.857,-2.116
h4396,-9.361,-1.613
h4397,-9.891,-1.863
h4398,-9.287,-1.606
h44,-8.309,-1.061
h440,-8.664,-0.73
h4400,-9.493,-1.88
h4402,-9.618,-2.123
h4403,-10.381,-2.37
h4405,-10.268,-2.374
h4408,-8.925,-1.871
h4409,-9.015,-2.047
h441,-8.566,-1.14
h4410,-8.577,-2.092
h4411,-9.077,-1.711
h4412,-9.545,-2.01
h4413,-10.027,-2.096
h4414,-10.13,-2.257
h4415,-10.363,-2.393
h4416,-9.901,-2.296
h4417,-9.045,-1.669
h4419,-8.999,-1.65
h442,-8.678,-1.459
h4420,-9.791,-2.145
h4422,-8.992,-1.558
h4423,-8.964,-1.499
h4424,-9.249,-2.406
h4425,-9.672,-2.322
h4426,-9.216,-1.821
h4429,-9.241,-2.413
h4432,-8.47,-1.599
h4433,-9.516,-1.883
h4434,-9.646,-2.067
h4435,-9.623,-2.136
h4436,-9.385,-2.302
h4437,-8.705,-1.66
h4438,-8.797,-1.563
h4439,-8.807,-1.593
h444,-9.133,-2.323
h4440,-8.949,-1.684
h4441,-9.677,-2.558
h4443,-8.125,-1.727
h4444,-8.521,-1.566
h4445,-8.468,-1.695
h4446,-8.483,-1.772
h4448,-9.853,-2.656
h4449,-10.145,-3.015
h445,-8.996,-2.052
h4451,-9.671,-1.524
h4452,-9.5,-1.659
h4453,-9.019,-1.349
h4454,-9.897,-1.654
h4458,-8.878,-0.931
h446,-8.599,-1.724
h4460,-8.293,-1.279
h4462,-9.133,-2.668
h4463,-9.186,-2.052
h4464,-8.923,-2.151
h4465,-8.676,-1.469
h4466,-8.421,-1.519
h447,-8.879,-1.806
h4470,-8.613,-1.342
h4472,-9.092,-1.082
h4473,-9.401,-1.334
h4474,-9.478,-1.381
h4475,-8.561,-1.674
h4478,-9.227,-1.124
h4479,-9.536,-2.019
h448,-8.596,-1.172
h4480,-9.479,-1.878
h4481,-9.654,-1.106
h4483,-9.51,-1.383
h4486,-9.55,-1.632
h449,-8.624,-1.699
h4490,-8.981,-1.743
h4491,-9.234,-1.352
h4492,-9.631,-1.6
h4493,-9.403,-1.701
h4494,-10.065,-1.888
h4495,-9.872,-2.005
h4496,-10.011,-2.137
h4497,-10.018,-2.177
h4498,-10.127,-2.326
h4499,-8.809,-1.509
h45,-8.236,-1.841
h450,-8.706,-1.264
h4500,-8.901,-1.652
h4501,-8.477,-1.836
h4502,-8.954,-1.379
h4503,-9.422,-1.653
h4504,-9.801,-1.747
h4505,-9.9,-1.872
h4506,-9.949,-2.242
h4507,-9.762,-2.095
h4508,-8.927,-1.295
h451,-8.893,-1.508
h4510,-8.854,-1.413
h4511,-9.671,-1.781
h4512,-8.896,-1.527
h4514,-9.454,-2.292
h4515,-8.843,-1.953
h4518,-8.836,-1.117
h4519,-8.882,-1.295
h452,-8.88,-1.333
h4520,-8.743,-1.531
h4521,-8.825,-1.035
h4525,-8.994,-2.103
h4526,-9.485,-2.072
h4528,-7.443,-0.975
h4529,-7.938,-0.901
h453,-8.873,-1.515
h4530,-8.997,-2.098
h4533,-8.28,-1.241
h4536,-9.548,-1.97
h4539,-8.6,-1.448
h454,-8.898,-1.755
h4540,-9.048,-1.553
h4541,-8.721,-1.296
h4542,-8.708,-1.277
h4545,-9.145,-1.699
h4546,-9.084,-1.726
h4547,-8.557,-1.849
h4548,-8.014,-1.331
h4549,-8.47,-1.29
h455,-8.803,-1.548
h4550,-8.364,-1.319
h4555,-9.523,-1.928
h4556,-8.758,-1.184
h4557,-10.183,-2.752
h4558,-10.458,-3.109
h4559,-9.214,-1.534
h4560,-9.775,-1.578
h4561,-9.637,-1.591
h4562,-8.755,-1.866
h4563,-8.705,-1.569
h4565,-9.337,-1.492
h4566,-9.894,-2.249
h4567,-9.589,-2.205
h4568,-9.952,-1.589
h4569,-9.892,-1.473
h4570,-10.03,-1.594
h4571,-10.02,-1.589
h4572,-9.017,-1.943
h4573,-9.936,-2.768
h4574,-9.635,-2.492
h4575,-9.082,-2.068
h4577,-8.75,-1.629
h4578,-8.938,-1.809
h4579,-8.738,-1.768
h4580,-9.274,-2.3
h4581,-9.214,-1.832
h4583,-8.653,-2.057
h4585,-9.202,-2.527
h4589,-8.753,-1.678
h459,-8.163,0.014
h4590,-9.337,-2.586
h4591,-9.6,-2.923
h4592,-8.905,-1.883
h4593,-9.175,-2.057
h4594,-9.252,-2.088
h4595,-8.953,-1.864
h4596,-9.377,-2.148
h4597,-9.333,-2.085
h4598,-9.256,-2.124
h4599,-9.423,-2.219
h4600,-8.634,-1.939
h4601,-8.796,-1.586
h4602,-8.278,-1.861
h4603,-8.315,-1.833
h4604,-8.583,-1.817
h4606,-9.168,-2.02
h4607,-9.015,-2.063
h4608,-8.619,-1.86
h4610,-8.952,-1.928
h4611,-8.601,-1.899
h4612,-8.738,-1.932
h4613,-8.586,-1.878
h4614,-8.82,-1.864
h4615,-9.013,-1.772
h4616,-9.008,-1.796
h4617,-8.956,-1.7
h4618,-8.57,-1.805
h4619,-8.554,-1.785
h462,-8.791,-0.786
h4621,-8.893,-1.716
h4622,-9.142,-2.055
h4623,-8.943,-1.969
h4624,-9.033,-1.776
h4627,-9.135,-1.831
h4628,-8.853,-1.973
h463,-8.774,-1.336
h4633,-8.927,-2.016
h4639,-9.446,-2.349
h4640,-9.469,-2.324
h4641,-9.586,-2.437
h4643,-8.833,-2.151
h4646,-9.179,-2.118
h4647,-9.228,-2.117
h4649,-9.464,-2.373
h4650,-9.375,-2.278
h4651,-9.122,-2.204
h4652,-8.877,-1.858
h4654,-8.828,-1.806
h4657,-9.483,-2.546
h4658,-9.237,-2.364
h4663,-8.829,-1.746
h4666,-8.682,-1.834
h467,-8.158,-0.033
h4670,-9.197,-2.192
h4676,-8.919,-1.994
h4679,-9.047,-2.137
h468,-7.961,-0.584
h4684,-8.924,-1.912
h4685,-8.619,-1.627
h4688,-9.224,-2.238
h4689,-9.113,-2.097
h469,-7.876,-0.144
h4690,-9.04,-2.096
h4691,-8.521,-2.036
h4692,-7.976,-1.817
h4694,-8.324,-1.761
h4695,-8.332,-1.843
h4696,-8.978,-2.303
h4702,-9.219,-2.55
h4703,-9.494,-2.887
h4705,-9.043,-1.792
h4706,-9.1,-1.85
h4707,-8.823,-1.607
h4708,-9.178,-1.948
h4709,-9.125,-1.884
h471,-8.69,-2.315
h4710,-9.117,-1.881
h4713,-8.566,-1.336
h4714,-8.221,-1.6
h4717,-8.935,-2.575
h4718,-8.928,-1.909
h4719,-8.792,-2.012
h472,-8.771,-1.449
h4721,-8.363,-1.683
h4722,-8.791,-1.688
h4723,-8.565,-1.648
h4724,-8.604,-1.663
h4725,-8.486,-1.606
h4727,-8.842,-1.505
h4729,-8.788,-1.469
h473,-8.638,-1.646
h4730,-8.454,-1.688
h4731,-8.44,-1.54
h4733,-8.702,-1.445
h4735,-8.709,-1.914
h4737,-8.859,-1.451
h474,-8.27,-0.862
h4743,-8.756,-1.712
h4751,-9.303,-2.141
h4752,-9.307,-2.143
h4753,-9.426,-2.329
h4754,-8.731,-1.759
h4755,-8.831,-1.926
h4756,-8.404,-1.927
h4758,-9.066,-1.878
h4760,-9.178,-2.02
h4761,-9.331,-2.165
h4763,-8.996,-2.062
h4764,-8.78,-1.606
h4766,-8.722,-1.568
h4768,-8.813,-1.791
h4769,-9.354,-2.454
h477,-8.273,-0.787
h4770,-9.089,-2.245
h4771,-8.843,-1.887
h4772,-8.722,-1.887
h4774,-8.349,-1.517
h4775,-8.752,-1.519
h4776,-8.764,-1.49
h4778,-8.725,-1.477
h4781,-8.416,-1.638
h4782,-8.542,-2.023
h4783,-9.034,-2.041
h4784,-8.695,-1.669
h4785,-7.409,-1.403
h4786,-7.906,-1.359
h4787,-8.714,-1.931
h479,-8.354,-0.115
h4790,-8.18,-1.463
h4791,-8.862,-1.714
h4792,-8.9,-1.924
h4793,-9.052,-1.924
h4794,-9.082,-1.897
h4795,-9.076,-1.931
h4796,-8.497,-1.559
h4797,-8.746,-1.69
h480,-8.594,-0.331
h4800,-8.733,-1.585
h4801,-8.957,-2.222
h4803,-8.962,-1.875
h4804,-8.49,-1.874
h4805,-7.958,-1.611
h4807,-8.281,-1.505
h4808,-8.304,-1.644
h481,-8.527,-0.389
h4816,-9.381,-2.866
h4818,-9.143,-1.207
h482,-8.559,-1.025
h4820,-9.005,-1.024
h4821,-8.893,-0.919
h4822,-9.087,-1.758
h4824,-9.177,-1.391
h4828,-8.174,-1.273
h4829,-8.084,-0.921
h4830,-8.437,-0.854
h4831,-9.067,-2.519
h4832,-9.061,-1.76
h4833,-8.901,-1.912
h4834,-8.555,-1.198
h4835,-8.308,-1.207
h4836,-8.887,-1.083
h4837,-8.495,-1.189
h4843,-8.856,-1.251
h4844,-8.417,-1.533
h4845,-8.442,-0.788
h4849,-8.901,-1.727
h485,-8.156,-0.328
h4850,-8.936,-0.715
h4851,-8.88,-0.667
h4853,-8.994,-0.841
h4854,-8.767,-1.023
h4855,-9.02,-1.27
h4859,-8.814,-1.447
h4861,-9.05,-1.222
h4862,-8.934,-1.412
h4863,-9.282,-1.519
h4866,-9.284,-1.848
h4869,-8.765,-1.494
h4870,-8.34,-1.586
h4871,-8.802,-1.027
h4872,-9.192,-1.364
h4873,-9.117,-1.489
h4875,-9.342,-1.789
h4876,-9.294,-1.737
h4877,-9.048,-1.942
h4878,-8.773,-0.963
h4879,-8.528,-0.945
h4880,-8.704,-0.877
h4881,-9.304,-1.523
h4883,-9.393,-2.381
h4884,-9.199,-2.115
h4886,-8.725,-1.633
h4888,-8.329,-1.004
h4889,-8.685,-0.788
h489,-8.568,-0.09
h4890,-8.705,-0.747
h4891,-8.553,-1.325
h4892,-8.673,-0.742
h4895,-8.387,-1.145
h4897,-9.14,-1.866
h4898,-8.786,-1.223
h4899,-7.304,-0.681
h490,-8.614,-0.092
h4900,-7.812,-0.641
h4901,-8.845,-1.788
h4905,-8.942,-1.344
h4906,-8.935,-1.627
h4907,-9.165,-1.583
h4908,-9.152,-1.411
h4910,-8.418,-0.942
h4911,-8.884,-1.192
h4912,-8.543,-0.871
h4913,-8.535,-0.881
h4914,-8.672,-1
h4915,-9.071,-1.994
h4916,-8.998,-1.468
h4917,-8.933,-1.4
h4918,-8.427,-1.703
h4919,-7.873,-1.054
h4920,-8.325,-0.922
h4921,-8.222,-1.02
h4922,-8.23,-1.08
h4923,-8.81,-1.781
h4926,-8.993,-1.691
h4927,-8.546,-0.82
h4928,-9.093,-1.062
h4934,-9.445,-1.353
h4940,-9.087,-1.325
h4945,-9.726,-1.865
h4946,-8.568,-1.343
h4947,-8.787,-0.852
h4948,-8.192,-1.245
h4949,-8.479,-1.405
h4950,-9.082,-1.997
h4954,-8.841,-1.61
h4955,-8.534,-1.402
h4957,-9.031,-1.017
h4958,-9.322,-1.111
h4960,-8.471,-1.584
h4965,-9.262,-1.781
h4967,-9.31,-0.925
h4979,-9.75,-2.064
h4980,-9.759,-2.082
h4984,-8.817,-1.69
h4986,-8.852,-1.279
h4987,-9.318,-1.604
h4988,-9.495,-1.706
h4989,-9.555,-1.989
h4990,-9.733,-2.113
h4991,-9.637,-1.926
h4992,-9.251,-2.002
h4993,-8.825,-1.213
h4995,-8.76,-1.166
h4996,-9.575,-1.759
h4997,-8.81,-1.526
h4999,-9.364,-2.229
h50,-8.264,-1.819
h500,-8.586,-0.834
h5000,-9.034,-1.82
h5005,-8.752,-1.078
h5006,-8.653,-1.47
h5007,-8.721,-0.964
h5010,-8.478,-1.347
h5013,-8.92,-1.416
h5014,-7.36,-0.929
h5016,-8.896,-2.024
h5019,-8.15,-1.07
h502,-8.889,-1.187
h5022,-9.461,-1.781
h5023,-9.398,-1.865
h5027,-8.579,-1.053
h5028,-8.575,-1.126
h503,-9.169,-1.384
h5031,-9.057,-1.683
h5032,-8.984,-1.63
h5033,-8.482,-1.807
h5034,-7.928,-1.286
h5036,-8.263,-1.178
h5041,-9.299,-1.869
h5044,-8.966,-2.461
h5045,-9.274,-2.64
h5046,-8.233,-2.455
h5049,-9.059,-2.647
h5050,-8.604,-2.443
h5051,-8.373,-2.496
h5055,-9.004,-2.437
h5058,-8.948,-2.362
h5059,-9.14,-2.523
h5060,-8.819,-2.424
h5065,-8.805,-2.445
h5070,-8.996,-2.559
h5073,-9.376,-2.763
h5075,-8.804,-2.443
h5076,-9.186,-2.727
h5077,-8.801,-2.601
h5078,-8.44,-2.396
h5079,-8.793,-2.414
h508,-8.497,-0.551
h5080,-8.817,-2.403
h5081,-8.624,-2.434
h5085,-8.494,-2.453
h5086,-8.617,-2.449
h5087,-9.16,-2.642
h5088,-8.58,-2.522
h5089,-7.463,-2.35
h5090,-7.952,-2.313
h5094,-8.231,-2.371
h5096,-8.985,-2.628
h5097,-8.532,-2.41
h5099,-8.658,-2.342
h51,-7.865,-0.465
h510,-8.95,-1.052
h5101,-8.747,-2.443
h5102,-9.001,-2.73
h5103,-7.938,-2.454
h5104,-8.434,-2.317
h5105,-8.341,-2.413
h5106,-8.338,-2.464
h5107,-8.603,-2.411
h5108,-8.817,-1.926
h5109,-8.438,-1.385
h511,-9.031,-1.176
h5110,-9.101,-2.039
h5111,-8.645,-1.559
h5113,-8.234,-1.559
h5114,-8.439,-1.996
h5115,-8.253,-1.521
h5116,-8.714,-1.982
h5117,-8.493,-1.511
h5118,-8.745,-2.019
h5119,-8.465,-1.571
h512,-9.19,-1.397
h5120,-8.509,-2.088
h5121,-8.376,-1.629
h5122,-9.073,-2.105
h5123,-8.638,-1.632
h5124,-8.742,-2.07
h5125,-8.579,-1.603
h5127,-8.506,-1.554
h5128,-9.144,-1.953
h5129,-8.661,-1.49
h5130,-8.644,-1.966
h5131,-8.476,-1.505
h5134,-9.035,-1.87
h5135,-8.536,-1.408
h5136,-9.24,-2.3
h5139,-8.554,-1.841
h514,-8.501,-0.44
h5140,-9.18,-1.967
h5141,-8.657,-1.487
h5142,-9.257,-2.006
h5143,-8.5,-1.635
h5144,-8.884,-2.18
h5145,-8.552,-1.649
h5146,-9.158,-2.372
h5147,-8.769,-1.831
h5148,-9.117,-1.988
h5149,-8.564,-1.562
h515,-8.226,-0.503
h5150,-9.096,-2.144
h5151,-8.671,-1.587
h5153,-8.648,-1.826
h5154,-9.074,-2.159
h5155,-8.683,-1.645
h5156,-9.234,-2.316
h5157,-8.789,-1.784
h5158,-9.131,-2.379
h5159,-8.734,-1.821
h516,-8.43,-0.369
h5160,-9.534,-2.542
h5161,-9.023,-2.019
h5162,-9.438,-2.47
h5163,-8.953,-2.059
h5164,-9.076,-2.074
h5165,-8.799,-2.07
h5166,-8.466,-1.689
h5167,-8.967,-2.006
h5168,-8.584,-1.521
h5169,-9.355,-2.511
h517,-9.009,-1.098
h5170,-8.956,-2.262
h5171,-8.69,-1.838
h5172,-8.61,-1.943
h5173,-8.309,-1.475
h5174,-8.961,-1.933
h5175,-8.564,-1.483
h5176,-8.996,-1.936
h5177,-8.474,-1.497
h5178,-8.788,-2.018
h5179,-8.958,-1.9
h518,-8.502,-0.818
h5182,-8.464,-1.599
h5183,-8.525,-1.446
h5186,-8.65,-2.049
h5187,-8.218,-1.74
h5188,-8.855,-2.309
h5189,-8.391,-2.101
h5190,-9.322,-2.365
h5191,-8.853,-2.051
h5192,-8.983,-2.082
h5193,-8.571,-1.617
h5194,-7.613,-1.857
h5195,-7.405,-1.387
h5196,-8.104,-1.804
h5197,-9.022,-2.213
h520,-8.895,-1.785
h5200,-7.911,-1.339
h5201,-8.418,-2.1
h5204,-8.379,-1.897
h5205,-8.178,-1.445
h5206,-9.179,-2.117
h5207,-8.676,-1.653
h5208,-9.15,-2.307
h5209,-8.797,-1.873
h521,-8.454,-1.327
h5212,-9.036,-2.095
h5214,-8.823,-1.873
h5215,-8.392,-1.427
h5217,-8.408,-1.442
h5219,-8.441,-1.633
h5220,-9.248,-2.551
h5221,-8.794,-2.272
h5222,-8.133,-2.03
h5223,-7.962,-1.56
h5224,-8.563,-1.872
h5225,-8.362,-1.404
h5226,-8.483,-1.991
h5227,-8.313,-1.525
h5228,-8.487,-2.06
h5229,-8.317,-1.581
h5232,-9.482,-1.602
h5233,-9.2,-1.724
h5234,-8.356,-1.712
h5235,-8.535,-1.714
h5236,-8.688,-1.659
h5238,-8.495,-1.815
h524,-8.408,-0.177
h5240,-8.722,-1.799
h5241,-9.137,-1.734
h5242,-9.403,-1.893
h5243,-9.81,-2.13
h5245,-9.857,-1.874
h5246,-9.074,-2.144
h5248,-9.832,-2.093
h5249,-9.573,-2.133
h525,-8.427,-0.132
h5250,-10.23,-2.377
h5251,-10.009,-2.411
h5252,-10.225,-2.369
h5254,-8.997,-1.669
h5255,-8.965,-1.594
h5256,-8.995,-1.615
h5257,-8.96,-1.564
h5258,-8.733,-1.777
h5259,-7.581,-1.458
h526,-8.214,-0.932
h5260,-8.083,-1.438
h5261,-8.483,-1.639
h5262,-8.701,-1.676
h5263,-8.805,-1.626
h5264,-8.805,-1.627
h5266,-8.121,-1.74
h5267,-8.516,-1.573
h5268,-8.466,-1.707
h5269,-8.479,-1.778
h527,-8.397,-0.15
h5270,-9.069,-1.061
h5271,-9.047,-1.298
h5273,-8.286,-1.552
h5275,-8.597,-1.45
h5276,-8.566,-1.63
h5277,-8.418,-1.455
h5278,-8.926,-1.651
h5281,-9.09,-1.145
h5282,-8.583,-1.186
h5285,-9.467,-2.013
h5286,-9.436,-1.879
h5287,-9.511,-1.161
h5288,-9.377,-1.394
h5289,-9.128,-1.411
h5290,-9.503,-1.646
h5291,-9.114,-1.286
h5292,-9.391,-1.332
h5293,-8.97,-1.751
h5294,-9.196,-1.372
h5295,-9.616,-1.65
h5296,-9.358,-1.708
h5297,-9.911,-1.9
h5298,-9.72,-2.009
h53,-8.176,-0.683
h530,-8.105,-0.71
h5300,-8.68,-1.51
h5301,-8.841,-1.442
h5302,-9.44,-2.289
h5305,-8.832,-1.17
h5307,-8.734,-1.534
h5308,-8.823,-1.137
h531,-8.401,-1.473
h5311,-8.501,-1.617
h5312,-8.946,-2.112
h5313,-9.463,-2.069
h5314,-8.935,-1.56
h5315,-7.458,-1.061
h5316,-7.958,-1.019
h5317,-8.972,-2.091
h532,-8.845,-1.493
h5320,-8.339,-1.187
h5321,-9.169,-1.76
h5322,-9.028,-2.039
h5324,-9.076,-1.457
h5325,-8.706,-1.287
h5326,-8.697,-1.284
h5328,-9.376,-2.255
h5329,-8.008,-1.341
h533,-8.262,-0.844
h5331,-8.357,-1.3
h5332,-8.372,-1.417
h5334,-9.221,-1.574
h5335,-8.699,-1.595
h5337,-9.34,-1.51
h5338,-9.989,-2.041
h5339,-9.55,-2.187
h534,-7.08,-0.2
h5340,-9.87,-1.609
h5341,-9.767,-1.807
h5342,-9.616,-2.502
h5343,-8.749,-1.634
h5344,-8.926,-1.827
h5346,-9.662,-2.315
h5347,-9.084,-2.058
h5348,-9.203,-2.417
h535,-7.57,-0.137
h5350,-9.255,-2.362
h5351,-9.209,-1.828
h5355,-7.216,-0.593
h5357,-7.162,-0.276
h5358,-7.146,-0.448
h5359,-7.244,-0.962
h5360,-7.249,-0.72
h5361,-7.224,-0.885
h5362,-7.216,-0.308
h5363,-7.368,-0.53
h5365,-7.131,-0.691
h5366,-7.333,-1.48
h5367,-7.163,-1.633
h5369,-7.097,-0.638
h5371,-7.412,-0.769
h5372,-7.273,-0.524
h5373,-7.283,-0.582
h5375,-7.426,-0.572
h5376,-7.305,-0.73
h5377,-7.322,-0.897
h5378,-7.486,-1.009
h5379,-7.458,-1.277
h5381,-7.158,-0.684
h5382,-7.233,-1.026
h5383,-7.223,-0.845
h5384,-7.256,-1.566
h5385,-7.461,-1.556
h5386,-7.259,-0.856
h5387,-7.081,-0.471
h5388,-7.269,-1.536
h5389,-7.248,-1.131
h539,-7.869,-0.273
h5390,-7.387,-1.34
h5391,-7.174,-0.758
h5392,-7.254,-0.886
h5393,-7.48,-1.588
h5394,-7.198,-0.743
h5395,-8.046,0.105
h5398,-8.349,-0.457
h5399,-8.545,-0.777
h54,-8.44,-1.386
h540,-8.517,-0.98
h5400,-8.59,-1.346
h5402,-8.356,-0.409
h5403,-8.623,-1.356
h5405,-8.518,-0.878
h5409,-8.102,0.053
h541,-8.614,-1.267
h5410,-7.965,-0.591
h5411,-7.85,0.135
h5413,-8.518,-2.329
h5415,-8.395,-1.664
h5417,-8.124,-0.884
h5418,-8.329,-0.582
h5419,-8.287,-0.823
h542,-8.822,-1.242
h5420,-8.078,-0.12
h5421,-8.094,-0.001
h5422,-8.034,0.258
h5423,-8.109,0.123
h5424,-8.329,-0.41
h5425,-8.304,-1.076
h5427,-8.095,-1.305
h5428,-8.139,-0.325
h543,-8.799,-1.022
h5431,-8.453,-1.451
h5432,-8.319,-1.491
h5433,-8.359,0.067
h5434,-8.407,0.01
h5435,-8.174,0.214
h5436,-8.329,-0.335
h5437,-8.442,-0.377
h5439,-8.337,-0.469
h5440,-8.178,-0.271
h5442,-8.265,-0.606
h5444,-8.342,-2.397
h5445,-8.487,-2.742
h5446,-8.246,-0.88
h5448,-8.376,-1.443
h5449,-8.276,-0.825
h545,-8.154,-0.508
h5450,-8.161,-0.64
h5451,-8.229,-0.717
h5452,-8.379,-1.563
h5453,-8.336,-1.324
h5454,-8.265,-1.279
h5455,-8.327,-1.416
h5456,-8.45,-1.549
h5457,-8.24,-0.957
h5459,-8.056,-1.093
h546,-8.514,-0.715
h5460,-8.054,-0.506
h5461,-8.131,-0.929
h5462,-8.387,-2.416
h5465,-8.262,-1.06
h5466,-8.205,-1.07
h5467,-8.235,-1.164
h5468,-8.211,-1.24
h5470,-8.233,-0.54
h5471,-8.153,-0.281
h5472,-8.192,-0.624
h5473,-8.266,-0.518
h5474,-8.206,-0.817
h5475,-8.155,-1.129
h5476,-8.223,-1.408
h5477,-8.228,-0.57
h548,-8.257,-0.381
h5480,-8.283,-1.599
h5481,-8.231,-1.597
h5482,-8.204,-0.451
h5484,-8.233,-0.37
h5485,-8.145,-0.873
h5486,-8.275,-0.636
h5488,-8.305,-1.033
h5489,-8.185,-0.529
h549,-8.384,-0.511
h5490,-8.172,-0.738
h5491,-8.221,-0.779
h5492,-8.21,-1.325
h5494,-8.306,-0.987
h5495,-8.267,-1.223
h5496,-8.46,-1.289
h5497,-8.396,-1.546
h5499,-8.472,-1.651
h55,-8.672,-1.618
h550,-8.739,-1.456
h5500,-8.458,-1.665
h5501,-8.507,-1.947
h5502,-8.349,-1.156
h5503,-8.329,-1.111
h5505,-8.439,-1.34
h5507,-8.265,-0.863
h5508,-8.368,-1.188
h5509,-8.37,-1.329
h551,-8.768,-1.105
h5510,-8.414,-1.428
h5512,-8.428,-1.617
h5513,-8.349,-1.793
h5515,-8.187,-0.973
h5517,-8.472,-1.352
h5518,-8.335,-1.111
h5519,-8.54,-2.242
h552,-8.698,-0.969
h5520,-8.475,-1.973
h5521,-8.347,-1.543
h5522,-8.358,-1.498
h5524,-7.957,-1.068
h5525,-8.165,-0.513
h5527,-8.223,-1.172
h5528,-8.178,-0.498
h5532,-8.133,-1.694
h5533,-8.408,-1.72
h5534,-8.259,-1.074
h5536,-7.684,-0.43
h5537,-8.189,-1.658
h554,-7.643,-0.579
h5540,-7.977,-0.594
h5541,-8.25,-1.187
h5543,-8.42,-1.439
h5545,-8.304,-1.608
h5546,-8.182,-0.761
h5547,-8.243,-1.03
h5549,-8.164,-0.706
h555,-8.093,-0.484
h5550,-8.111,-0.975
h5551,-8.335,-1.839
h5553,-8.379,-1.248
h5554,-8.308,-1.587
h5555,-7.758,-0.912
h5556,-8.108,-0.75
h5557,-8.089,-0.837
h5558,-8.106,-0.95
h5559,-8.018,-0.887
h556,-7.982,-0.506
h5562,-8.124,-0.974
h5563,-8.198,-1.519
h5564,-8.204,-0.599
h5565,-8.36,-0.995
h5566,-8.245,-0.184
h5567,-8.461,-0.399
h5568,-8.375,-0.814
h5569,-8.725,-0.728
h557,-7.995,-0.59
h5570,-8.598,-1.198
h5571,-8.22,-1.116
h5572,-8.789,-1.403
h5573,-8.753,-1.4
h5574,-8.923,-1.747
h5575,-8.532,-0.85
h5576,-8.412,-0.71
h5577,-8.396,-0.733
h5578,-8.541,-1.129
h5579,-8.135,-1.203
h558,-8.479,-1.206
h5580,-8.296,-0.564
h5582,-8.529,-1.135
h5583,-8.634,-1.217
h5584,-8.761,-1.436
h5585,-8.706,-1.38
h5586,-8.564,-1.623
h5587,-8.344,-0.473
h5588,-8.171,-0.533
h5589,-8.314,-0.392
h5591,-8.456,-0.854
h5593,-8.637,-1.811
h5594,-8.401,-1.357
h5598,-8.333,-0.142
h56,-8.322,-0.929
h5600,-8.12,-0.971
h5601,-8.265,-0.132
h5604,-8.063,-0.749
h5605,-8.189,-1.519
h5606,-8.555,-1.528
h5607,-8.227,-0.826
h5608,-7.112,-0.14
h5609,-7.606,-0.082
h5610,-8.211,-1.484
h5613,-7.88,-0.226
h5614,-8.276,-1.029
h5615,-8.484,-1.294
h5616,-8.521,-1.269
h5617,-8.501,-1.051
h5618,-8.483,-1.315
h5619,-8.167,-0.46
h5620,-8.308,-0.731
h5621,-8.13,-0.357
h5622,-8.119,-0.372
h5623,-8.239,-0.505
h5624,-8.477,-1.486
h5626,-8.582,-0.988
h5628,-7.686,-0.582
h5629,-8.109,-0.5
h563,-8.444,-0.617
h5630,-8.025,-0.532
h5631,-8.026,-0.627
h5638,-8.007,0.05
h5639,-8.814,-2.45
h564,-9.186,-2.422
h5640,-9.036,-2.793
h5641,-8.406,-0.559
h5642,-8.605,-0.89
h5643,-8.65,-1.41
h5645,-8.379,-0.504
h5646,-8.693,-1.453
h5647,-8.638,-1.05
h5648,-8.547,-0.958
h5649,-8.645,-1.093
h565,-9.46,-2.767
h5650,-8.766,-1.426
h5651,-8.374,-0.646
h5652,-8.151,-0.032
h5653,-8.062,-0.682
h5654,-8.022,0.009
h5657,-8.501,-1.568
